Credit_History,Loan_Amount_Log,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Total_Income,Total_Income_Log,EMI,Income_After_EMI,Dependents_0.0,Dependents_1.0,Dependents_2.0,Dependents_3.0,Loan_Status
1.0,4.204692619390966,True,False,True,False,True,False,True,False,False,False,True,2500,7.824046010856292,0.18611111111111112,2313.8888888888887,True,False,False,False,1
0.0,4.143134726391533,False,True,True,False,True,False,True,False,False,True,False,2237,7.71289096149013,0.13125,2105.75,True,False,False,False,0
1.0,5.204006687076795,False,True,False,True,True,False,False,True,False,False,True,11666,9.364433907313582,1.011111111111111,10654.888888888889,False,True,False,False,1
0.0,4.795790545596741,False,True,False,True,True,False,True,False,False,True,False,4369,8.382289428951436,0.33611111111111114,4032.8888888888887,False,True,False,False,0
1.0,5.220355825078324,False,True,False,True,False,True,True,False,True,False,False,7667,8.944680683558895,0.5138888888888888,7153.111111111111,False,False,True,False,1
1.0,4.330733340286331,False,True,True,False,True,False,True,False,False,True,False,3858,8.257904193465674,0.2111111111111111,3646.8888888888887,True,False,False,False,1
1.0,5.497168225293202,False,True,True,False,True,False,True,False,False,False,True,9166,9.123256265069069,0.6777777777777778,8488.222222222223,True,False,False,False,0
1.0,4.204692619390966,False,True,False,True,True,False,True,False,False,False,True,3875,8.262300941787448,0.18611111111111112,3688.8888888888887,False,True,False,False,0
1.0,5.1647859739235145,False,True,False,True,True,False,True,False,True,False,False,15666,9.659248037927183,0.5833333333333334,15082.666666666666,True,False,False,False,1
1.0,4.605170185988092,True,False,True,False,True,False,True,False,False,True,False,3159,8.058010800802085,0.2777777777777778,2881.222222222222,True,False,False,False,1
1.0,4.605170185988092,False,True,False,True,True,False,True,False,False,False,True,4281,8.361941906144946,0.2777777777777778,4003.222222222222,False,False,False,True,1
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,True,False,8235,9.016148642611741,0.35555555555555557,7879.444444444444,True,False,False,False,1
1.0,5.267858159063328,True,False,True,False,True,False,False,True,True,False,False,7441,8.914760527397261,0.5388888888888889,6902.111111111111,True,False,False,False,0
1.0,5.231108616854587,False,True,False,True,True,False,False,True,False,True,False,7040,8.859363449152088,0.5194444444444445,6520.555555555556,False,False,False,True,1
1.0,3.912023005428146,False,True,True,False,True,False,True,False,False,True,False,3777,8.236685322712457,0.1388888888888889,3638.1111111111113,True,False,False,False,1
1.0,5.3230099791384085,False,True,False,True,True,False,False,True,False,True,False,6000,8.699514748210191,0.8541666666666666,5145.833333333333,False,False,True,False,0
1.0,5.556828061699537,True,False,True,False,True,False,True,False,False,False,True,10408,9.250330020192342,0.7194444444444444,9688.555555555555,True,False,False,False,1
0.0,3.80666248977032,False,True,False,True,False,True,True,False,False,False,True,2889,7.968665700466235,0.25,2639.0,False,False,True,False,0
0.0,4.700480365792417,False,True,False,True,True,False,True,False,False,False,True,8917,9.095714846134879,0.3055555555555556,8611.444444444445,False,True,False,False,0
1.0,4.709530201312334,False,True,False,True,True,False,True,False,False,False,True,7482,8.920255414908091,9.25,-1768.0,True,False,False,False,1
1.0,4.007333185232471,False,True,True,False,False,True,True,False,True,False,False,6506,8.780480107033297,0.1527777777777778,6353.222222222223,True,False,False,False,1
1.0,4.8283137373023015,False,True,False,True,True,False,True,False,True,False,False,4913,8.499640032168648,0.3472222222222222,4565.777777777777,False,False,True,False,1
1.0,4.948759890378168,False,True,True,False,True,False,False,True,True,False,False,6822,8.82790796297859,0.39166666666666666,6430.333333333333,True,False,False,False,1
1.0,4.553876891600541,False,True,False,True,True,False,True,False,True,False,False,4749,8.465689348549121,0.2638888888888889,4485.111111111111,False,False,False,True,1
1.0,4.852030263919617,False,True,True,False,True,False,True,False,False,True,False,6767,8.819813136232225,0.35555555555555557,6411.444444444444,True,False,False,False,0
1.0,5.123963979403259,False,True,False,True,True,False,True,False,False,False,True,5532,8.61830469278465,0.4666666666666667,5065.333333333333,False,False,True,False,1
1.0,5.220355825078324,False,True,True,False,True,False,True,False,True,False,False,9167,9.123365357961776,0.5138888888888888,8653.111111111111,False,False,False,True,1
0.0,4.605170185988092,False,True,False,True,True,False,True,False,False,False,True,3158,8.057694194815587,0.2777777777777778,2880.222222222222,True,False,False,False,0
1.0,4.859812404361672,False,True,False,True,False,True,True,False,True,False,False,5630,8.635864721133736,0.35833333333333334,5271.666666666667,False,False,True,False,0
1.0,5.631211781821365,False,True,False,True,False,True,True,False,False,True,False,9762,9.186252576447092,1.55,8212.0,False,True,False,False,1
1.0,4.564348191467836,False,True,False,True,True,False,True,False,False,False,True,3428,8.13973227971767,0.26666666666666666,3161.3333333333335,False,True,False,False,1
1.0,3.970291913552122,True,False,True,False,False,True,True,False,False,True,False,1963,7.5822291942764615,0.14722222222222223,1815.7777777777778,True,False,False,False,1
1.0,4.969813299576001,False,True,False,True,False,True,True,False,False,False,True,6216,8.734881892047483,0.4,5816.0,False,False,True,False,1
1.0,4.934473933130692,True,False,False,True,True,False,True,False,False,True,False,5262,8.568266461600238,0.3861111111111111,4875.888888888889,True,False,False,False,1
1.0,4.890349128221754,False,True,True,False,False,True,True,False,True,False,False,6216,8.734881892047483,0.36944444444444446,5846.555555555556,True,False,False,False,0
1.0,4.787491742782046,False,True,False,True,True,False,True,False,False,False,True,5740,8.655214489313613,0.6666666666666666,5073.333333333333,True,False,False,False,1
1.0,4.882801922586371,False,True,True,False,False,True,False,True,False,True,False,5800,8.66561319653451,0.36666666666666664,5433.333333333333,True,False,False,False,1
1.0,5.043425116919247,True,False,True,False,True,False,True,False,False,True,False,3481,8.15507488781144,4.305555555555555,-824.5555555555557,False,True,False,False,0
1.0,4.6443908991413725,False,True,False,True,True,False,True,False,False,False,True,3819,8.247743887225516,0.28888888888888886,3530.1111111111113,True,False,False,False,1
1.0,4.90527477843843,True,False,False,True,True,False,True,False,False,False,True,4666,8.448057452581375,0.375,4291.0,False,True,False,False,1
0.0,4.770684624465665,False,True,True,False,True,False,True,False,True,False,False,6277,8.744647438317532,0.3277777777777778,5949.222222222223,True,False,False,False,0
1.0,5.010635294096256,False,True,False,True,True,False,True,False,False,True,False,6095,8.715224041915372,0.4166666666666667,5678.333333333333,False,False,True,False,1
1.0,5.375278407684165,False,True,False,True,True,False,True,False,True,False,False,6525,8.783396232190894,0.6,5925.0,True,False,False,False,1
1.0,4.553876891600541,True,False,True,False,True,False,True,False,False,True,False,3652,8.20303024171486,0.2638888888888889,3388.1111111111113,False,True,False,False,1
1.0,5.214935757608986,False,True,True,False,True,False,True,False,False,False,True,11376,9.339261152043022,0.5111111111111111,10864.888888888889,True,False,False,False,1
1.0,4.007333185232471,False,True,False,True,True,False,True,False,True,False,False,4915,8.500047032581268,0.1527777777777778,4762.222222222223,True,False,False,False,0
0.0,4.6443908991413725,True,False,True,False,True,False,True,False,False,False,True,4263,8.35772841676521,0.28888888888888886,3974.1111111111113,True,False,False,False,0
1.0,4.727387818712341,True,False,False,True,True,False,True,False,False,True,False,6232,8.737452587550584,0.3138888888888889,5918.111111111111,True,False,False,False,1
1.0,5.0369526024136295,True,False,True,False,False,True,True,False,True,False,False,4350,8.37793112408273,0.42777777777777776,3922.222222222222,True,False,False,False,1
0.0,4.820281565605037,False,True,True,False,True,False,True,False,True,False,False,5124,8.541690663016626,0.34444444444444444,4779.555555555556,True,False,False,False,0
1.0,4.248495242049359,True,False,False,True,True,False,True,False,False,False,True,14866,9.60683200528524,0.19444444444444445,14671.555555555555,False,False,True,False,1
0.0,4.382026634673881,False,True,True,False,True,False,True,False,True,False,False,3547,8.173857454773621,0.2222222222222222,3324.777777777778,False,False,True,False,0
1.0,4.624972813284271,True,False,False,True,False,True,True,False,False,True,False,3680,8.210668031162976,0.2833333333333333,3396.6666666666665,True,False,False,False,1
1.0,3.4011973816621555,False,True,False,True,True,False,True,False,False,False,True,2963,7.993957547573565,0.08333333333333333,2879.6666666666665,False,True,False,False,1
1.0,4.605170185988092,False,True,True,False,True,False,True,False,False,False,True,3750,8.229511118964457,0.2777777777777778,3472.222222222222,True,False,False,False,1
1.0,5.556828061699537,False,True,False,True,True,False,True,False,False,True,False,10916,9.29798488182823,0.7194444444444444,10196.555555555555,True,False,False,False,1
0.0,5.929589143389895,False,True,False,True,True,False,False,True,True,False,False,13649,9.521421537856195,1.0444444444444445,12604.555555555555,False,True,False,False,0
1.0,4.74493212836325,True,False,True,False,True,False,True,False,False,True,False,4547,8.42222295382501,0.3194444444444444,4227.555555555556,True,False,False,False,1
1.0,4.394449154672439,False,True,False,True,True,False,True,False,False,True,False,2957,7.9919305198524775,0.225,2732.0,False,False,True,False,1
1.0,4.727387818712341,True,False,False,True,True,False,True,False,False,True,False,3663,8.206037762778815,0.23541666666666666,3427.5833333333335,False,False,True,False,1
1.0,4.919980925828125,True,False,False,True,True,False,True,False,False,True,False,4786,8.47345026846832,0.38055555555555554,4405.444444444444,True,False,False,False,1
1.0,4.804021044733257,False,True,False,True,True,False,True,False,False,True,False,4732,8.462103225098277,0.3388888888888889,4393.111111111111,True,False,False,False,1
1.0,4.564348191467836,False,True,False,True,True,False,True,False,False,True,False,3315,8.106212902619962,0.26666666666666666,3048.3333333333335,False,True,False,False,1
0.0,4.882801922586371,False,True,False,True,True,False,True,False,True,False,False,7859,8.969414650866176,0.7333333333333333,7125.666666666667,True,False,False,False,0
1.0,3.912023005428146,False,True,False,True,True,False,True,False,False,True,False,2974,7.9976631270201,0.1388888888888889,2835.1111111111113,True,False,False,False,1
1.0,5.043425116919247,False,True,False,True,True,False,True,False,False,True,False,5185,8.553525120663627,0.4305555555555556,4754.444444444444,False,False,True,False,1
1.0,5.703782474656201,False,True,False,True,True,False,True,False,True,False,False,15000,9.615805480084347,0.8333333333333334,14166.666666666666,False,False,False,True,1
1.0,4.820281565605037,True,False,False,True,False,True,True,False,True,False,False,4100,8.318742252692399,0.34444444444444444,3755.5555555555557,True,False,False,False,1
0.0,4.962844630259907,True,False,True,False,True,False,True,False,False,False,True,5417,8.597297435657898,0.29791666666666666,5119.083333333333,True,False,False,False,0
1.0,5.41610040220442,True,False,True,False,False,True,False,True,False,True,False,17263,9.756320761816548,0.625,16638.0,True,False,False,False,1
0.0,4.919980925828125,True,False,True,False,True,False,True,False,False,True,False,11117,9.316230747233615,0.38055555555555554,10736.444444444445,True,False,False,False,1
1.0,5.560681631015528,False,True,False,True,True,False,True,False,False,True,False,33846,10.429576102968031,0.7222222222222222,33123.77777777778,False,True,False,False,0
1.0,4.852030263919617,False,True,False,True,False,True,True,False,False,False,True,3992,8.292047637431354,0.7111111111111111,3280.8888888888887,False,False,False,True,0
1.0,4.882801922586371,True,False,True,False,True,False,True,False,True,False,False,6151,8.724369949208368,0.36666666666666664,5784.333333333333,True,False,False,False,1
1.0,4.718498871295094,False,True,False,True,True,False,True,False,False,False,True,9703,9.1801903950253,0.3111111111111111,9391.888888888889,False,False,True,False,1
1.0,6.003887067106539,False,True,True,False,True,False,True,False,False,True,False,12876,9.463120392418698,1.125,11751.0,True,False,False,False,1
1.0,4.927253685157205,False,True,False,True,True,False,True,False,True,False,False,5829,8.67060073804555,0.38333333333333336,5445.666666666667,True,False,False,False,1
0.0,4.77912349311153,False,True,False,True,True,False,True,False,True,False,False,5754,8.657650544111494,0.33055555555555555,5423.444444444444,True,False,False,False,0
1.0,4.564348191467836,False,True,False,True,True,False,True,False,False,True,False,14880,9.607773308387083,0.26666666666666666,14613.333333333334,True,False,False,False,1
0.0,4.59511985013459,True,False,True,False,True,False,True,False,False,True,False,2138,7.6676260915849905,0.275,1863.0,True,False,False,False,0
1.0,4.634728988229636,False,True,True,False,True,False,True,False,False,True,False,22500,10.021270588192511,0.2861111111111111,22213.88888888889,True,False,False,False,1
1.0,4.532599493153256,True,False,True,False,True,False,True,False,True,False,False,3692,8.213923595622743,0.25833333333333336,3433.6666666666665,True,False,False,False,1
1.0,4.382026634673881,False,True,True,False,False,True,True,False,False,True,False,3358,8.119100837637486,2.2222222222222223,1135.7777777777778,True,False,False,False,0
1.0,6.396929655216146,True,False,False,True,True,False,False,True,False,True,False,19484,9.877348894926433,1.6666666666666667,17817.333333333332,False,True,False,False,1
1.0,5.1647859739235145,False,True,False,True,True,False,True,False,False,True,False,8588,9.058121158998672,0.4861111111111111,8101.888888888889,True,False,False,False,1
1.0,5.062595033026967,False,True,False,True,False,True,True,False,False,False,True,5783,8.662677858158219,0.4388888888888889,5344.111111111111,False,True,False,False,1
1.0,4.897839799950911,False,True,False,True,True,False,True,False,False,False,True,4616,8.437283808187935,0.37222222222222223,4243.777777777777,False,False,True,False,0
1.0,4.844187086458591,True,False,False,True,True,False,True,False,False,True,False,6666,8.804775258867686,0.3527777777777778,6313.222222222223,False,False,True,False,1
1.0,5.204006687076795,False,True,False,True,True,False,True,False,True,False,False,8649,9.065198986306513,0.5055555555555555,8143.444444444444,True,False,False,False,0
1.0,3.258096538021482,False,True,False,True,True,False,True,False,False,True,False,6500,8.779557455883728,0.07222222222222222,6427.777777777777,False,True,False,False,1
1.0,4.189654742026425,True,False,True,False,False,True,True,False,True,False,False,2213,7.70210434005105,0.18333333333333332,2029.6666666666667,True,False,False,False,1
1.0,4.882801922586371,True,False,True,False,False,True,True,False,False,True,False,5191,8.55468163582723,0.36666666666666664,4824.333333333333,False,True,False,False,1
1.0,5.560681631015528,False,True,False,True,True,False,False,True,False,True,False,10139,9.22414465295258,0.7222222222222222,9416.777777777777,False,False,False,True,1
0.0,5.886104031450156,False,True,False,True,True,False,True,False,True,False,False,81000,11.302204433654575,1.0,80000.0,False,False,False,True,0
1.0,4.727387818712341,True,False,True,False,True,False,True,False,True,False,False,4328,8.372860820526318,0.23541666666666666,4092.5833333333335,True,False,False,False,1
1.0,5.075173815233827,True,False,True,False,True,False,True,False,False,False,True,2600,7.8632667240095735,0.4444444444444444,2155.5555555555557,False,True,False,False,0
1.0,4.882801922586371,False,True,True,False,False,True,True,False,False,True,False,3946,8.28045768658256,0.36666666666666664,3579.3333333333335,True,False,False,False,1
1.0,5.560681631015528,False,True,False,True,True,False,False,True,False,False,True,16120,9.68781601606062,0.7222222222222222,15397.777777777777,True,False,False,False,1
1.0,5.147494476813453,False,True,False,True,True,False,True,False,False,True,False,5717,8.651199471263972,0.4777777777777778,5239.222222222223,True,False,False,False,1
0.0,5.075173815233827,False,True,False,True,True,False,True,False,False,False,True,6144,8.723231274827508,0.4444444444444444,5699.555555555556,False,False,False,True,1
0.0,4.882801922586371,False,True,False,True,True,False,True,False,False,True,False,4745,8.464846711044029,0.36666666666666664,4378.333333333333,False,False,True,False,0
1.0,4.0943445622221,False,True,True,False,False,True,True,False,False,False,True,2717,7.907283609426348,0.3333333333333333,2383.6666666666665,True,False,False,False,1
0.0,5.0238805208462765,False,True,False,True,False,True,True,False,True,False,False,7686,8.94715577112479,0.4222222222222222,7263.777777777777,True,False,False,False,0
0.0,4.624972813284271,False,True,True,False,False,True,True,False,False,False,True,3784,8.238536930171769,0.2125,3571.5,True,False,False,False,0
1.0,5.231108616854587,False,True,False,True,True,False,True,False,False,False,True,7583,8.933664178700935,0.5194444444444445,7063.555555555556,False,False,True,False,1
1.0,5.062595033026967,False,True,False,True,True,False,True,False,False,False,True,6583,8.792245847467877,0.4388888888888889,6144.111111111111,False,True,False,False,1
1.0,4.941642422609304,False,True,True,False,True,False,True,False,True,False,False,6000,8.699514748210191,0.3888888888888889,5611.111111111111,True,False,False,False,1
0.0,4.709530201312334,False,True,True,False,True,False,True,False,False,False,True,5049,8.526945482858915,0.6166666666666667,4432.333333333333,False,True,False,False,0
1.0,5.068904202220232,False,True,False,True,True,False,True,False,True,False,False,4316,8.370084326378025,0.44166666666666665,3874.3333333333335,True,False,False,False,0
1.0,5.0238805208462765,False,True,False,True,True,False,False,True,True,False,False,6327,8.752581469146884,0.4222222222222222,5904.777777777777,True,False,False,False,1
1.0,4.564348191467836,False,True,True,False,True,False,True,False,False,False,True,3583,8.183955717304954,0.26666666666666666,3316.3333333333335,True,False,False,False,0
1.0,5.634789603169249,True,False,True,False,True,False,True,False,False,True,False,8333,9.027978814382207,0.7777777777777778,7555.222222222223,True,False,False,False,1
1.0,4.90527477843843,True,False,True,False,True,False,True,False,True,False,False,5428,8.59932602095476,0.375,5053.0,True,False,False,False,1
1.0,5.19295685089021,False,True,False,True,True,False,True,False,True,False,False,9734,9.1833801903934,0.5,9234.0,True,False,False,False,1
1.0,4.31748811353631,False,True,False,True,True,False,True,False,False,False,True,9323,9.140239744296693,0.4166666666666667,8906.333333333334,True,False,False,False,1
1.0,4.477336814478207,False,True,False,True,True,False,True,False,False,False,True,4192,8.340933226000878,0.24444444444444444,3947.5555555555557,True,False,False,False,1
1.0,4.430816798843313,True,False,False,True,True,False,True,False,True,False,False,4583,8.430109084509125,0.23333333333333334,4349.666666666667,True,False,False,False,0
1.0,4.127134385045092,True,False,True,False,False,True,False,True,False,True,False,3867,8.260234291607297,0.17222222222222222,3694.777777777778,False,True,False,False,0
1.0,4.787491742782046,True,False,True,False,False,True,True,False,False,False,True,4272,8.35983738064003,0.3333333333333333,3938.6666666666665,True,False,False,False,1
1.0,5.231108616854587,False,True,False,True,False,True,False,True,True,False,False,7383,8.906935339059165,0.5194444444444445,6863.555555555556,False,False,True,False,0
1.0,5.717027701406222,False,True,False,True,True,False,True,False,True,False,False,16783,9.72812174830818,0.8444444444444444,15938.555555555555,True,False,False,False,0
1.0,4.787491742782046,False,True,True,False,False,True,True,False,True,False,False,5787,8.663369301573839,0.3333333333333333,5453.666666666667,True,False,False,False,1
1.0,5.220355825078324,False,True,False,True,True,False,True,False,True,False,False,14583,9.587611745713565,1.0277777777777777,13555.222222222223,False,True,False,False,1
1.0,5.19295685089021,False,True,False,True,True,False,True,False,True,False,False,8334,9.0280988119824,0.5,7834.0,True,False,False,False,1
1.0,4.564348191467836,False,True,True,False,False,True,True,False,False,True,False,5484,8.609590040682205,0.26666666666666666,5217.333333333333,True,False,False,False,1
1.0,4.867534450455582,False,True,False,True,True,False,True,False,True,False,False,13746,9.52850315168155,0.3611111111111111,13384.888888888889,False,False,False,True,1
1.0,4.605170185988092,False,True,False,True,True,False,True,False,False,False,True,4566,8.42639282708974,0.2777777777777778,4288.222222222223,False,False,True,False,0
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,True,False,6250,8.740336742730447,0.35555555555555557,5894.444444444444,True,False,False,False,1
1.0,4.499809670330265,False,True,True,False,True,False,True,False,False,False,True,35673,10.482149379105689,0.25,35423.0,True,False,False,False,0
1.0,4.605170185988092,False,True,False,True,True,False,True,False,False,True,False,4691,8.453401058328458,0.2777777777777778,4413.222222222223,False,False,False,True,1
1.0,4.836281906951478,False,True,False,True,False,True,True,False,False,False,True,5251,8.566173813637858,0.35,4901.0,False,False,True,False,1
1.0,4.852030263919617,False,True,True,False,True,False,True,False,True,False,False,5505,8.61341204915678,0.35555555555555557,5149.444444444444,True,False,False,False,1
1.0,6.206575926724928,True,False,False,True,True,False,True,False,False,True,False,12000,9.392661928770137,1.3777777777777778,10622.222222222223,False,True,False,False,1
1.0,4.867534450455582,False,True,False,True,True,False,False,True,True,False,False,4676,8.450198322591959,0.3611111111111111,4314.888888888889,False,True,False,False,1
1.0,4.48863636973214,False,True,True,False,True,False,True,False,True,False,False,6211,8.734077192559303,0.24722222222222223,5963.777777777777,True,False,False,False,1
1.0,4.787491742782046,False,True,False,True,False,True,True,False,True,False,False,4467,8.404472321352118,0.3333333333333333,4133.666666666667,True,False,False,False,1
1.0,4.897839799950911,False,True,False,True,True,False,True,False,False,True,False,6277,8.744647438317532,0.37222222222222223,5904.777777777777,True,False,False,False,1
1.0,4.787491742782046,False,True,True,False,False,True,True,False,True,False,False,7333,8.9001399880938,0.3333333333333333,6999.666666666667,True,False,False,False,0
1.0,5.220355825078324,False,True,True,False,True,False,True,False,False,True,False,6598,8.794521851788527,0.5138888888888888,6084.111111111111,True,False,False,False,0
1.0,5.455321115357702,False,True,False,True,True,False,True,False,False,True,False,10833,9.290352309945568,0.65,10183.0,True,False,False,False,1
1.0,3.218875824868201,False,True,False,True,True,False,False,True,False,True,False,3459,8.148734808937169,0.20833333333333334,3250.6666666666665,True,False,False,False,1
1.0,5.231108616854587,False,True,True,False,True,False,True,False,False,True,False,8724,9.07383312732152,0.5194444444444445,8204.555555555555,True,False,False,False,1
1.0,5.521460917862246,False,True,False,True,True,False,True,False,False,True,False,8069,8.995784837848506,0.6944444444444444,7374.555555555556,False,True,False,False,1
1.0,4.564348191467836,False,True,False,True,False,True,False,True,False,False,True,4695,8.454253391642363,0.26666666666666666,4428.333333333333,True,False,False,False,1
1.0,5.298317366548036,False,True,False,True,True,False,True,False,False,True,False,8000,8.987196820661973,0.5555555555555556,7444.444444444444,False,False,True,False,1
1.0,5.552959584921617,False,True,False,True,True,False,True,False,False,True,False,10321,9.241935933565934,0.7166666666666667,9604.333333333334,True,False,False,False,0
1.0,3.9889840465642745,True,False,True,False,True,False,True,False,False,False,True,3477,8.153925132007862,0.15,3327.0,True,False,False,False,1
1.0,4.912654885736052,False,True,True,False,True,False,True,False,False,True,False,4897,8.496378051702317,0.37777777777777777,4519.222222222223,True,False,False,False,1
1.0,5.043425116919247,False,True,True,False,True,False,True,False,False,False,True,8666,9.067162602299854,2.5833333333333335,6082.666666666666,True,False,False,False,1
0.0,4.189654742026425,False,True,False,True,True,False,False,True,True,False,False,2178,7.686162303492906,0.22,1958.0,False,True,False,False,0
0.0,4.867534450455582,False,True,True,False,True,False,True,False,True,False,False,4917,8.50045386741194,0.3611111111111111,4555.888888888889,True,False,False,False,1
1.0,5.541263545158426,False,True,False,True,True,False,True,False,False,True,False,10208,9.23092700558457,0.7083333333333334,9499.666666666666,True,False,False,False,1
1.0,5.298317366548036,False,True,False,True,True,False,True,False,False,False,True,11179,9.321792297270326,0.5555555555555556,10623.444444444445,False,False,True,False,1
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,False,True,4342,8.376090350438238,0.35555555555555557,3986.4444444444443,True,False,False,False,1
1.0,3.555348061489413,False,True,True,False,False,True,True,False,False,False,True,1442,7.273786317844895,0.09722222222222222,1344.7777777777778,True,False,False,False,0
1.0,4.553876891600541,False,True,False,True,False,True,True,False,True,False,False,3589,8.185628891147607,0.2638888888888889,3325.1111111111113,True,False,False,False,1
1.0,5.1647859739235145,False,True,True,False,True,False,False,True,False,True,False,6950,8.846496938558838,0.9722222222222222,5977.777777777777,True,False,False,False,1
1.0,5.541263545158426,False,True,False,True,True,False,True,False,False,False,True,5746,8.656259239539235,0.7083333333333334,5037.666666666667,True,False,False,False,0
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,False,True,4550,8.422882511944996,0.35555555555555557,4194.444444444444,False,False,True,False,0
1.0,4.997212273764115,False,True,False,True,True,False,True,False,False,False,True,5318,8.578852571802965,0.4111111111111111,4906.888888888889,False,False,True,False,1
1.0,4.7535901911063645,False,True,False,True,True,False,True,False,False,True,False,5726,8.65277248565806,0.32222222222222224,5403.777777777777,False,False,True,False,1
1.0,4.430816798843313,True,False,True,False,True,False,True,False,False,False,True,4292,8.36450810375059,0.23333333333333334,4058.6666666666665,True,False,False,False,1
1.0,4.852030263919617,False,True,True,False,True,False,True,False,False,False,True,6782,8.822027322685583,0.35555555555555557,6426.444444444444,True,False,False,False,0
1.0,4.787491742782046,True,False,True,False,True,False,True,False,False,True,False,3086,8.034631032923107,0.3333333333333333,2752.6666666666665,True,False,False,False,1
1.0,4.787491742782046,False,True,False,True,True,False,True,False,True,False,False,10819,9.289059126687574,0.3333333333333333,10485.666666666666,False,False,True,False,1
0.0,4.700480365792417,False,True,True,False,True,False,True,False,True,False,False,3588,8.185350223178686,0.3055555555555556,3282.4444444444443,False,False,True,False,0
1.0,5.730099782973574,False,True,True,False,True,False,True,False,True,False,False,12917,9.466299552232016,0.8555555555555555,12061.444444444445,True,False,False,False,0
1.0,4.543294782270004,False,True,True,False,False,True,True,False,False,True,False,3981,8.289288323000317,0.2611111111111111,3719.8888888888887,False,True,False,False,1
1.0,4.7535901911063645,False,True,False,True,True,False,True,False,False,True,False,3750,8.229511118964457,0.32222222222222224,3427.777777777778,False,True,False,False,1
1.0,5.075173815233827,False,True,False,True,True,False,False,True,False,True,False,6166,8.726805608446096,0.4444444444444444,5721.555555555556,True,False,False,False,1
1.0,4.189654742026425,False,True,False,True,False,True,True,False,True,False,False,3453,8.146998697389993,0.18333333333333332,3269.6666666666665,True,False,False,False,0
1.0,3.8501476017100575,False,True,True,False,True,False,True,False,False,False,True,3013,8.0106915391303,0.13055555555555556,2882.4444444444443,True,False,False,False,1
0.0,4.812184355372417,False,True,False,True,True,False,True,False,True,False,False,5900,8.68270762989381,0.3416666666666667,5558.333333333333,False,False,False,True,0
1.0,4.8283137373023015,True,False,True,False,False,True,False,True,False,False,True,18165,9.807251944655302,0.3472222222222222,17817.777777777777,True,False,False,False,1
1.0,4.382026634673881,True,False,True,False,True,False,True,False,False,False,True,3244,8.084562415235304,0.2222222222222222,3021.777777777778,True,False,False,False,1
1.0,4.787491742782046,False,True,False,True,True,False,True,False,False,False,True,4698,8.454892165218858,0.3333333333333333,4364.666666666667,True,False,False,False,1
1.0,4.356708826689592,False,True,False,True,True,False,True,False,False,False,True,3287,8.097730573664219,0.43333333333333335,2853.6666666666665,False,False,True,False,1
0.0,4.605170185988092,False,True,False,True,False,True,True,False,False,False,True,4666,8.448057452581375,0.20833333333333334,4457.666666666667,True,False,False,False,0
1.0,4.553876891600541,False,True,False,True,True,False,True,False,False,False,True,4492,8.410053315858335,0.2638888888888889,4228.111111111111,True,False,False,False,1
0.0,5.2574953720277815,False,True,True,False,True,False,False,True,False,False,True,16250,9.695848187757884,0.5333333333333333,15716.666666666666,True,False,False,False,0
1.0,4.875197323201151,False,True,False,True,True,False,True,False,False,True,False,5502,8.61286694148452,0.3638888888888889,5138.111111111111,True,False,False,False,1
1.0,4.948759890378168,False,True,True,False,True,False,True,False,False,False,True,6000,8.699514748210191,0.39166666666666666,5608.333333333333,True,False,False,False,1
0.0,4.74493212836325,False,True,True,False,False,True,True,False,True,False,False,6045,8.706986763048892,0.3194444444444444,5725.555555555556,True,False,False,False,0
0.0,4.912654885736052,False,True,False,True,True,False,True,False,False,True,False,5297,8.574895901544526,0.37777777777777777,4919.222222222223,True,False,False,False,0
1.0,5.043425116919247,False,True,False,True,True,False,True,False,True,False,False,4718,8.45914025996762,0.4305555555555556,4287.444444444444,True,False,False,False,1
1.0,5.010635294096256,True,False,True,False,True,False,False,True,False,True,False,8624,9.06230429314878,0.4166666666666667,8207.333333333334,False,True,False,False,1
1.0,4.890349128221754,False,True,False,True,False,True,True,False,False,False,True,7551,8.929435283803425,0.7388888888888889,6812.111111111111,False,False,True,False,1
1.0,4.927253685157205,False,True,False,True,False,True,False,True,False,False,True,4735,8.462737005620179,0.38333333333333336,4351.666666666667,True,False,False,False,0
0.0,5.010635294096256,False,True,False,True,True,False,True,False,True,False,False,5050,8.527143522269405,0.4166666666666667,4633.333333333333,False,False,True,False,0
1.0,5.204006687076795,True,False,False,True,True,False,True,False,False,True,False,6486,8.777401286867264,0.5055555555555555,5980.444444444444,True,False,False,False,1
1.0,5.147494476813453,False,True,False,True,True,False,True,False,True,False,False,7283,8.893298144217916,2.0476190476190474,5235.380952380952,False,True,False,False,0
1.0,4.867534450455582,False,True,False,True,False,True,False,True,True,False,False,5703,8.648747631156539,0.3611111111111111,5341.888888888889,False,False,False,True,1
1.0,5.298317366548036,False,True,False,True,True,False,True,False,False,True,False,8334,9.0280988119824,0.5555555555555556,7778.444444444444,False,False,False,True,1
